function,dimension,algorithm,best_y,total_time,total_sample,first_reach_sample,timeout_reached
michalewicz,100,differential_evolution,-29.778236389160156,483.1262140274048,1502510,1502409,False
michalewicz,100,differential_evolution,-29.617717742919922,1129.590298652649,1502712,1502611,False
michalewicz,100,direct,-26.149818420410156,30.632853984832764,105463,103813,False
michalewicz,100,direct,-26.149818420410156,35.13595533370972,105463,103813,False
michalewicz,100,direct,-26.149818420410156,37.881288290023804,105463,103813,False
michalewicz,100,direct,-26.149818420410156,38.75785803794861,105463,103813,False
michalewicz,100,direct,-26.149818420410156,39.69890904426575,105463,103813,False
michalewicz,100,dual_annealing,-99.43711853027344,257.4786512851715,297062,296914,False
michalewicz,100,dual_annealing,-99.43453216552734,236.36711931228638,289285,287526,False
michalewicz,100,dual_annealing,-99.43175506591797,174.85727047920227,301304,300973,False
michalewicz,100,dual_annealing,-99.42951202392578,242.49790215492249,303122,303020,False
michalewicz,100,dual_annealing,-99.38194274902344,234.26148915290833,301708,300603,False
michalewicz,100,gurobi,-100.54147783848003,12.306809902191162,1,0,
michalewicz,100,gurobi,-100.54147783848003,12.344491004943848,1,0,
michalewicz,100,gurobi,-100.54147783848003,12.53159499168396,1,0,
michalewicz,100,gurobi,-100.54147783848003,12.71655821800232,1,0,
michalewicz,100,gurobi,-100.54147783848003,12.829501867294312,1,0,
michalewicz,100,shgo,inf,600.1922888755798,0,0,True
michalewicz,100,shgo,inf,600.1955397129059,0,0,True
michalewicz,100,shgo,inf,600.1958260536194,0,0,True
michalewicz,100,shgo,inf,600.1964735984802,0,0,True
michalewicz,100,shgo,inf,600.2204015254974,0,0,True
michalewicz,100,simulated_annealing,-99.47767639160156,34.980337381362915,200001,199903,False
michalewicz,100,simulated_annealing,-99.42706298828125,33.675344467163086,200001,199907,False
michalewicz,100,simulated_annealing,-99.40269470214844,37.785274267196655,200001,199920,False
michalewicz,100,simulated_annealing,-99.40078735351562,39.2839298248291,200001,199942,False
michalewicz,100,simulated_annealing,-99.38030242919922,32.63568639755249,200001,199200,False
michalewicz,200,basinhopping,-29.99988555908203,6493.180060386658,3764566,1709620,True
michalewicz,200,basinhopping,-27.6014347076416,6010.424139261246,2997530,905263,True
michalewicz,200,basinhopping,-27.17376708984375,6753.828717708588,3008965,517242,True
michalewicz,200,basinhopping,-27.057079315185547,7904.502557516098,3769184,2946138,True
michalewicz,200,basinhopping,-24.679109573364258,6726.325541257858,3000377,2171335,True
michalewicz,200,differential_evolution,-51.284584045410156,1545.9918694496155,3016467,3016266,False
michalewicz,200,differential_evolution,-50.26557922363281,2201.6553378105164,3006618,3006417,False
michalewicz,200,differential_evolution,-47.865516662597656,1723.9927315711975,3004809,3004608,False
michalewicz,200,differential_evolution,-47.31037521362305,1320.3705089092255,3015864,3010369,False
michalewicz,200,differential_evolution,-45.52488708496094,2253.629135131836,3009633,3005354,False
michalewicz,200,direct,-51.147743225097656,21.818379163742065,208669,205917,False
michalewicz,200,direct,-51.147743225097656,23.13929533958435,208669,205917,False
michalewicz,200,direct,-51.147743225097656,33.01429557800293,208669,205917,False
michalewicz,200,direct,-51.147743225097656,34.696765661239624,208669,205917,False
michalewicz,200,direct,-51.147743225097656,37.518696308135986,208669,205917,False
michalewicz,200,dual_annealing,-199.19102478027344,471.9263815879822,768032,767693,False
michalewicz,200,dual_annealing,-199.18980407714844,471.60070300102234,773660,773384,False
michalewicz,200,dual_annealing,-199.17425537109375,623.3715558052063,756776,756427,False
michalewicz,200,dual_annealing,-199.11758422851562,468.09874868392944,752555,752257,False
michalewicz,200,dual_annealing,-199.0357666015625,481.70266485214233,785921,784767,False
michalewicz,200,gurobi,-202.46349824889242,25.935549020767212,1,0,
michalewicz,200,gurobi,-202.46349824889242,26.00385880470276,1,0,
michalewicz,200,gurobi,-202.46349824889242,26.28941011428833,1,0,
michalewicz,200,gurobi,-202.46349824889242,26.29296112060547,1,0,
michalewicz,200,gurobi,-202.46349824889242,26.728748083114624,1,0,
michalewicz,200,shgo,inf,600.1635653972626,0,0,True
michalewicz,200,shgo,inf,600.1861755847931,0,0,True
michalewicz,200,shgo,inf,600.1891851425171,0,0,True
michalewicz,200,shgo,inf,600.189831495285,0,0,True
michalewicz,200,shgo,inf,600.1928839683533,0,0,True
michalewicz,200,simulated_annealing,-199.1563720703125,135.05364894866943,400001,399599,False
michalewicz,200,simulated_annealing,-199.13247680664062,80.13894963264465,400001,399955,False
michalewicz,200,simulated_annealing,-199.10665893554688,134.00152254104614,400001,399957,False
michalewicz,200,simulated_annealing,-199.10548400878906,152.51449728012085,400001,399066,False
michalewicz,200,simulated_annealing,-199.05654907226562,84.5470860004425,400001,399842,False
nn-ackley,50,basinhopping,20.96617889404297,83.51318979263306,51663,44217,False
nn-ackley,50,basinhopping,21.117717742919922,108.23922967910767,56595,17544,False
nn-ackley,50,basinhopping,21.20364761352539,86.13708925247192,53091,13974,False
nn-ackley,50,basinhopping,21.21697235107422,85.17039108276367,51051,2448,False
nn-ackley,50,basinhopping,21.246219635009766,88.5689389705658,54339,11016,False
nn-ackley,50,differential_evolution,20.993541717529297,2.5698795318603516,1551,1072,False
nn-ackley,50,differential_evolution,21.004039764404297,2.895054578781128,1551,1399,False
nn-ackley,50,differential_evolution,21.027023315429688,3.396306276321411,1551,1457,False
nn-ackley,50,differential_evolution,21.03710174560547,3.1788408756256104,1551,1189,False
nn-ackley,50,differential_evolution,21.038249969482422,4.058889150619507,1551,166,False
nn-ackley,50,direct,20.810274124145508,53.82227563858032,36421,36401,False
nn-ackley,50,direct,20.810274124145508,54.852530002593994,36421,36401,False
nn-ackley,50,direct,20.810274124145508,57.69680881500244,36421,36401,False
nn-ackley,50,direct,20.810274124145508,57.807289123535156,36421,36401,False
nn-ackley,50,direct,20.810274124145508,58.368842124938965,36421,36401,False
nn-ackley,50,dual_annealing,20.702877044677734,197.59134125709534,110150,109683,False
nn-ackley,50,dual_annealing,20.702909469604492,201.12755227088928,111833,110643,False
nn-ackley,50,dual_annealing,20.70322608947754,194.65959000587463,110303,110247,False
nn-ackley,50,dual_annealing,20.70441436767578,196.4239673614502,109181,107619,False
nn-ackley,50,dual_annealing,20.70511245727539,198.3786120414734,109844,106647,False
nn-ackley,100,basinhopping,21.197662353515625,177.75251126289368,105254,55663,False
nn-ackley,100,basinhopping,21.21140480041504,161.6104826927185,101101,23634,False
nn-ackley,100,basinhopping,21.23321533203125,167.06844639778137,101101,21210,False
nn-ackley,100,basinhopping,21.260482788085938,171.94851875305176,101101,40198,False
nn-ackley,100,basinhopping,21.281057357788086,159.69517707824707,101101,13534,False
nn-ackley,100,differential_evolution,21.13175392150879,6.638501167297363,3101,1752,False
nn-ackley,100,differential_evolution,21.14307403564453,5.551450729370117,3101,2100,False
nn-ackley,100,differential_evolution,21.14675521850586,5.589667558670044,3101,2312,False
nn-ackley,100,differential_evolution,21.148557662963867,7.528273582458496,3101,1968,False
nn-ackley,100,differential_evolution,21.156301498413086,6.479701280593872,3101,485,False
nn-ackley,100,direct,21.054893493652344,114.85894441604614,76255,72091,False
nn-ackley,100,direct,21.054893493652344,119.71121668815613,76255,72091,False
nn-ackley,100,direct,21.054893493652344,122.3565182685852,76255,72091,False
nn-ackley,100,direct,21.054893493652344,123.8211920261383,76255,72091,False
nn-ackley,100,direct,21.054893493652344,136.40810894966125,76255,72091,False
nn-ackley,100,dual_annealing,20.98318862915039,393.23775601387024,223029,221080,False
nn-ackley,100,dual_annealing,20.983945846557617,391.97497272491455,223231,223102,False
nn-ackley,100,dual_annealing,20.984384536743164,367.91243624687195,222019,216060,False
nn-ackley,100,dual_annealing,20.98465919494629,423.70713901519775,217474,212946,False
nn-ackley,100,dual_annealing,20.986141204833984,391.71968030929565,219898,219752,False
nn-michalewicz,50,basinhopping,-95.53825378417969,171.4340546131134,100890,100686,False
nn-michalewicz,50,basinhopping,-81.04476165771484,177.81005907058716,111444,111393,False
nn-michalewicz,50,basinhopping,-76.88343811035156,151.05857276916504,92325,92274,False
nn-michalewicz,50,basinhopping,-72.8095474243164,200.56444787979126,123730,120607,False
nn-michalewicz,50,basinhopping,-67.82994842529297,249.7760045528412,145947,145080,False
nn-michalewicz,50,differential_evolution,-9.056315422058105,385.32494735717773,204801,186914,False
nn-michalewicz,50,differential_evolution,-7.777055263519287,165.91853761672974,84051,78309,False
nn-michalewicz,50,differential_evolution,-7.759873867034912,118.93990898132324,60801,58046,False
nn-michalewicz,50,differential_evolution,-7.74661111831665,115.4387993812561,60801,59032,False
nn-michalewicz,50,differential_evolution,-6.899202823638916,30.014917612075806,16551,13976,False
nn-michalewicz,50,direct,-6.645740032196045,1.869633436203003,1147,771,False
nn-michalewicz,50,direct,-6.645740032196045,1.9871423244476318,1147,771,False
nn-michalewicz,50,direct,-6.645740032196045,2.114839553833008,1147,771,False
nn-michalewicz,50,direct,-6.645740032196045,2.367487907409668,1147,771,False
nn-michalewicz,50,direct,-6.645740032196045,2.7002692222595215,1147,771,False
nn-michalewicz,50,dual_annealing,-8.354681968688965,256.49773597717285,145289,145121,False
nn-michalewicz,50,dual_annealing,-8.333873748779297,216.73512983322144,145544,145259,False
nn-michalewicz,50,dual_annealing,-7.109344005584717,204.53464937210083,117749,115760,False
nn-michalewicz,50,dual_annealing,-7.106549263000488,238.99988102912903,122594,120540,False
nn-michalewicz,50,dual_annealing,-7.103039264678955,219.89406538009644,123002,120713,False
nn-michalewicz,100,basinhopping,-130.04348754882812,386.21711683273315,217413,217312,False
nn-michalewicz,100,basinhopping,-127.5440902709961,395.1542212963104,236145,236044,False
nn-michalewicz,100,basinhopping,-112.48096466064453,457.6688702106476,277487,277386,False
nn-michalewicz,100,basinhopping,-95.7686996459961,495.2273008823395,287864,287662,False
nn-michalewicz,100,basinhopping,-92.00297546386719,321.4423952102661,252355,252153,False
nn-michalewicz,100,differential_evolution,-15.107195854187012,577.0653188228607,292601,231887,False
nn-michalewicz,100,differential_evolution,-12.364346504211426,36.62500262260437,18101,15410,False
nn-michalewicz,100,differential_evolution,-12.263301849365234,45.70643138885498,21101,13898,False
nn-michalewicz,100,differential_evolution,-12.260269165039062,41.243820667266846,21101,13163,False
nn-michalewicz,100,differential_evolution,-12.245163917541504,42.032270669937134,21101,15454,False
nn-michalewicz,100,direct,-12.415302276611328,5.214434862136841,3497,2391,False
nn-michalewicz,100,direct,-12.415302276611328,5.3633644580841064,3497,2391,False
nn-michalewicz,100,direct,-12.415302276611328,5.48494291305542,3497,2391,False
nn-michalewicz,100,direct,-12.415302276611328,6.07789945602417,3497,2391,False
nn-michalewicz,100,direct,-12.415302276611328,6.6102306842803955,3497,2391,False
nn-michalewicz,100,dual_annealing,-17.60904884338379,478.3683066368103,277973,277656,False
nn-michalewicz,100,dual_annealing,-17.5771484375,392.1870746612549,307061,306869,False
nn-michalewicz,100,dual_annealing,-12.714666366577148,427.8028287887573,246057,240723,False
nn-michalewicz,100,dual_annealing,-12.68016242980957,448.31067538261414,251915,251189,False
nn-michalewicz,100,dual_annealing,-12.663196563720703,431.7885320186615,239795,232206,False
watson,32,basinhopping,5.0515348006302505e-09,3617.150820016861,1694451,389201,True
watson,32,basinhopping,8.438621305085087e-09,3617.247036218643,1782043,8054,True
watson,32,basinhopping,2.0946834630514503e-08,3618.2832596302032,1686729,1519451,True
watson,32,basinhopping,3.9035417748721356e-08,3602.72527551651,1607982,1215998,True
watson,32,basinhopping,9.442822132736607e-08,3603.0180945396423,1539968,357887,True
watson,32,differential_evolution,0.00040985505013684735,227.13659930229187,491238,491207,False
watson,32,differential_evolution,0.00047905681030213496,220.80127787590027,495495,495494,False
watson,32,differential_evolution,0.0007597710691319466,293.55378913879395,491898,491871,False
watson,32,differential_evolution,0.0013675873660104441,231.27214646339417,487674,487643,False
watson,32,differential_evolution,0.0018739686520060357,168.8136692047119,495495,495464,False
watson,32,direct,264.6848125392224,1.3788771629333496,3085,1849,False
watson,32,direct,264.6848125392224,1.485945224761963,3085,1849,False
watson,32,direct,264.6848125392224,1.5150783061981201,3085,1849,False
watson,32,direct,264.6848125392224,1.578418254852295,3085,1849,False
watson,32,direct,264.6848125392224,1.5824260711669922,3085,1849,False
watson,32,dual_annealing,0.006675857426828961,35.83035111427307,71525,7558,False
watson,32,dual_annealing,0.054347458731134876,23.355160236358643,71723,7757,False
watson,32,dual_annealing,0.11166364506150184,37.428875207901,71756,7789,False
watson,32,dual_annealing,0.14801526863811268,35.577699184417725,71624,7687,False
watson,32,dual_annealing,0.38681582453978147,35.03967332839966,71492,7536,False
watson,32,shgo,inf,3601.6699023246765,0,0,True
watson,32,shgo,inf,3601.8540029525757,0,0,True
watson,32,shgo,inf,3601.9687526226044,0,0,True
watson,32,shgo,inf,3601.9749109745026,0,0,True
watson,32,shgo,inf,3602.0638868808746,0,0,True
